,number_of_rooms,floor,area,latitude,longitude,price
4084,1,16,54.0,38.5635832,68.7537962,320000
4085,3,8,100.0,,,646800
4086,2,15,102.0,,,624040
4087,6,7,144.0,,,1059840
4088,1,6,119.0,38.55014405,68.76102166353772,678000
4089,2,9,65.0,38.5507163,68.8305472,335000
4090,4,9,126.0,,,883890
4091,6,10,131.0,,,888840
4092,2,11,92.0,,,570000
4093,1,3,46.0,38.58569185,68.72512473468157,280000
4094,4,3,60.0,38.5634002,68.7411795,698640
4095,2,2,50.0,,,375000
4096,4,13,147.0,,,946680
4097,6,4,235.0,,,1891750
4098,2,4,65.0,,,523250
4099,5,10,172.0,,,1176990
4100,1,5,58.0,38.5112209,68.73803768568288,248600
4101,1,4,26.0,38.5507163,68.8305472,260000
4102,2,6,93.0,,,483000
4103,2,14,89.0,,,614100
4104,2,8,81.0,,,436000
4105,2,12,87.0,38.5615057,68.739065,491000
4106,2,5,42.0,38.5832623,68.7107404123386,240000
4107,4,2,126.0,,,1231650
4108,5,8,140.0,,,1006320
4109,3,5,117.0,38.5575994,68.76368975457416,663000
4110,2,2,58.0,38.5507163,68.8305472,463300
4111,2,10,81.0,38.5615057,68.739065,400000
4112,2,12,74.0,38.5507163,68.8305472,420000
4113,2,2,57.0,38.5849938,68.7245146,395000
4114,1,17,62.0,38.5615057,68.739065,303000
4115,4,2,128.0,38.5858337,68.793715,1251200
4116,2,3,50.0,38.5305762,68.7763022,310000
4117,2,5,58.0,38.542712800000004,68.86664877742379,172000
4118,5,5,75.0,38.554049899999995,68.78854784999999,304000
4119,2,9,50.0,38.533662,68.6677214,400000
4120,2,7,77.0,38.5666857,68.80115682489688,330000
4121,6,4,186.0,,,1465310
4122,2,3,90.0,,,724500
4123,5,5,103.0,38.5305762,68.7763022,635000
4124,1,2,39.0,38.5305762,68.7763022,265000
4125,1,19,59.0,38.5615057,68.739065,108000
4126,3,8,75.0,38.4881522,68.7153354,690000
4127,2,4,50.0,38.5615057,68.739065,478000
4128,3,7,97.0,38.5615057,68.739065,1500000
4129,2,1,53.0,38.5425835,68.81521423589763,340500
4130,2,11,70.0,38.55014405,68.76102166353772,420000
4131,2,15,67.0,38.5615057,68.739065,350000
4132,3,1,75.0,38.5615057,68.739065,380000
4133,3,1,70.0,,,220000
4134,1,8,41.0,38.5615057,68.739065,140000
4135,2,11,102.0,,,630000
4136,1,3,29.0,,,276278
4137,1,9,45.0,38.4881522,68.7153354,350000
4138,3,2,70.0,38.5305762,68.7763022,550000
4139,5,4,98.0,38.5615057,68.739065,508000
4140,1,3,38.0,,,326000
4141,1,2,35.0,38.5615057,68.739065,320000
4142,3,12,106.0,,,534000
4143,2,11,60.0,,,470000
4144,6,17,172.0,,,1186800
4145,2,5,95.0,38.584950250000006,68.76348722496377,780000
4146,6,16,166.0,,,1145400
4147,2,6,80.0,,,685000
4148,2,15,95.0,,,541500
4149,1,5,50.0,,,140000
4150,4,9,120.0,,,650000
4151,2,14,82.0,38.5615057,68.739065,260000
4152,3,9,86.0,,,780000
4153,1,5,64.0,38.5615057,68.739065,265000
4154,2,9,80.0,,,630000
4155,1,15,45.0,38.5507163,68.8305472,280000
4156,3,5,86.0,,,646900
4157,2,2,91.0,38.5507163,68.8305472,400000
4158,1,8,44.0,38.5250492,68.7678121,357000
4159,2,17,56.0,38.5575994,68.76368975457416,396000
4160,1,2,32.0,38.5305762,68.7763022,230000
4161,2,7,59.0,38.5853222,68.71890381645422,230000
4162,2,10,45.0,38.5832623,68.7107404123386,336600
4163,3,10,95.0,38.4881522,68.7153354,640000
4164,1,13,59.0,38.5871679,68.7869964,405500
4165,3,9,90.0,38.5615057,68.739065,755000
4166,4,9,92.0,38.5871679,68.7869964,598900
4167,1,6,30.0,38.5305762,68.7763022,248000
4168,2,7,70.0,38.5858337,68.793715,610000
4169,2,1,48.0,38.5615057,68.739065,363000
4170,1,13,51.0,38.5507163,68.8305472,340500
4171,4,1,80.0,,,592800
4172,3,11,113.0,38.5869076,68.7506156,620000
4173,3,5,80.0,38.5615057,68.739065,340000
4174,4,1,87.0,38.5305762,68.7763022,955000
4175,2,5,48.0,38.5305762,68.7763022,370500
4176,3,14,93.0,38.526600200000004,68.74827971106365,450000
4177,2,11,78.0,38.5507163,68.8305472,532000
4178,2,9,50.0,38.5808758,68.785979,550000
4179,2,14,71.0,38.5305762,68.7763022,300000
4180,3,11,132.0,38.5853222,68.71890381645422,425000
4181,2,2,53.0,38.5858337,68.793715,240000
4182,1,2,33.0,38.5615057,68.739065,330000
4183,1,2,32.0,38.5615057,68.739065,290000
4184,2,5,63.0,38.5305762,68.7763022,485000
4185,1,2,53.0,38.5112209,68.73803768568288,320000
4186,1,3,41.0,38.5305762,68.7763022,200000
4187,2,9,66.0,38.5615057,68.739065,220000
4188,1,11,48.0,38.5615057,68.739065,205000
4189,4,1,110.0,38.5704811,68.7868208,964750
4190,2,2,37.0,38.5615057,68.739065,402500
4191,1,4,53.0,38.5112209,68.73803768568288,195000
4192,1,9,44.0,38.5853222,68.71890381645422,320000
4193,5,4,63.0,38.5305762,68.7763022,590000
4194,2,4,50.0,38.585271649999996,68.7282739598053,315000
4195,2,5,64.0,,,380000
4196,3,12,144.0,,,935640
4197,2,3,47.0,38.5208346,68.74790775,434000
4198,2,6,77.0,38.50599805,68.75511569013814,380000
4199,4,3,65.0,38.5853222,68.71890381645422,630000
4200,2,17,60.0,38.5575994,68.76368975457416,399000
4201,5,11,128.0,,,853760
4202,1,7,53.0,38.5077678,68.7681578,175000
4203,2,4,76.0,,,577000
4204,4,4,115.0,,,1368000
4205,1,16,52.0,,,420000
4206,3,6,117.0,38.5305762,68.7763022,750000
4207,1,5,41.0,38.5077678,68.7681578,310000
4208,2,11,50.0,38.5305762,68.7763022,290000
4209,2,1,66.0,38.5853222,68.71890381645422,328000
4210,1,1,49.0,38.5853222,68.71890381645422,244000
4211,2,2,50.0,,,400000
4212,1,7,50.0,,,423000
4213,2,3,48.0,,,451555
4214,5,13,141.0,,,908040
4215,1,7,57.0,,,419520
4216,3,17,104.0,,,586040
4217,4,14,169.0,,,1166100
4218,6,15,237.0,,,1635300
4219,3,17,93.0,,,641700
4220,2,14,65.0,38.5305762,68.7763022,320000
4221,3,5,60.0,38.5849938,68.7245146,560000
4222,4,5,65.0,38.5425835,68.81521423589763,618640
4223,2,5,46.0,,,320000
4224,1,16,45.0,38.5858337,68.793715,429000
4225,3,9,64.0,38.5615057,68.739065,200000
4226,2,5,76.0,38.54557415,68.82363701984585,587000
4227,2,7,47.0,,,420000
4228,2,6,56.0,38.5849938,68.7245146,435000
4229,2,16,67.0,,,224000
4230,2,5,42.0,38.5305762,68.7763022,420000
4231,6,17,164.0,,,1131600
4232,3,14,99.0,,,683100
4233,3,3,60.0,38.5858337,68.793715,209000
4234,3,9,72.0,38.5305762,68.7763022,326000
4235,1,11,48.0,38.5456775,68.7773484,217000
4236,2,15,88.0,,,607200
4237,2,15,46.0,38.5622541,68.7941789,587600
4238,2,10,76.0,38.4881522,68.7153354,801000
4239,1,12,61.0,38.5688829,68.7908893,386000
4240,1,11,50.0,38.5305762,68.7763022,226000
4241,3,5,89.0,38.5305762,68.7763022,454000
4242,4,4,108.0,38.54557415,68.82363701984585,720000
4243,1,13,59.0,38.5853222,68.71890381645422,160000
4244,3,8,112.0,38.5615057,68.739065,1150000
4245,2,6,50.0,,,544800
4246,1,11,37.0,,,380000
4247,3,12,135.0,38.5208346,68.74790775,612900
4248,3,4,48.0,,,338000
4249,2,1,42.0,38.55857825,68.79582022080177,260000
4250,2,11,96.0,,,600000
4251,2,2,56.0,38.5615057,68.739065,320000
4252,3,7,94.0,,,702650
4253,5,16,178.0,,,1033820
4254,1,16,54.0,,,329130
4255,6,10,192.0,,,1313848
4256,2,2,60.0,38.5598881,68.7943138,500000
4257,1,2,26.0,38.5427547,68.8685532,260000
4258,2,1,48.0,38.5887216,68.73026537888512,360000
4259,1,4,27.0,38.5635832,68.7537962,240000
4260,5,4,100.0,38.52399065,68.74912565571961,850000
4261,1,5,33.0,38.5305762,68.7763022,175000
4262,2,5,54.0,,,545000
4263,3,12,95.0,38.5635832,68.7537962,885000
4264,2,3,52.0,38.5507163,68.8305472,510000
4265,4,3,65.0,,,515000
4266,4,16,165.0,,,1138500
4267,1,11,62.0,38.5234594,68.74951586109968,295000
4268,2,9,68.0,38.562388150000004,68.80941509418605,817000
4269,4,2,85.0,,,776000
4270,1,2,40.0,38.5615057,68.739065,250000
4271,2,5,48.0,38.5305762,68.7763022,180000
4272,3,8,106.0,38.56319875,68.7890454757164,667000
4273,2,4,47.0,,,550000
4274,2,8,71.0,38.5639216,68.7965667,520000
4275,1,14,53.0,38.5077678,68.7681578,165000
4276,2,4,50.0,38.5507163,68.8305472,360000
4277,4,3,90.0,38.5845918,68.7871317,890500
4278,3,5,66.0,38.58288255,68.7482971,490000
4279,1,10,47.0,38.5736713,68.7948765,535000
4280,1,5,40.0,38.5305762,68.7763022,255000
4281,3,2,80.0,38.5507163,68.8305472,975000
4282,4,1,74.0,38.5305762,68.7763022,650000
4283,4,17,277.0,38.5507163,68.8305472,1200000
4284,2,13,70.0,38.5706843,68.7897228,570000
4285,4,3,70.0,38.5902908,68.73696025314088,675000
4286,3,5,74.0,38.5425835,68.81521423589763,485000
4287,3,8,100.0,38.5305762,68.7763022,768500
4288,3,2,97.0,,,925000
4289,3,4,60.0,,,420000
4290,2,10,50.0,38.5736713,68.7948765,587600
4291,4,3,65.0,38.5305762,68.7763022,600000
4292,2,3,68.0,38.5858337,68.793715,620000
4293,1,3,55.0,,,280000
4294,1,6,44.0,38.5077678,68.7681578,189000
4295,2,3,53.0,38.5305762,68.7763022,410000
4296,1,1,28.0,38.5112209,68.73803768568288,155000
4297,3,4,64.0,38.5615057,68.739065,510000
4298,1,1,50.0,,,310000
4299,2,3,65.0,38.5785822,68.7898577,771120
4300,2,8,45.0,38.5615057,68.739065,396000
4301,1,3,25.0,38.5507163,68.8305472,300000
4302,2,10,64.0,,,179000
4303,2,3,89.0,38.5305762,68.7763022,426000
4304,1,18,55.0,38.5853222,68.71890381645422,120000
4305,3,4,72.0,38.5615057,68.739065,489999
4306,4,2,60.0,38.5615057,68.739065,600000
4307,4,2,70.0,38.5615057,68.739065,510000
4308,2,11,77.0,,,320000
4309,2,4,50.0,38.5885533,68.7787884,340000
4310,2,7,60.0,38.5832623,68.7107404123386,310000
4311,2,6,67.0,38.52225355,68.74991793788521,450000
4312,2,11,101.0,38.5707484,68.7886955,649000
4313,3,1,60.0,38.5615057,68.739065,600000
4314,1,13,46.0,38.5507163,68.8305472,499999
4315,3,4,94.0,38.5208346,68.74790775,1044200
4316,3,1,70.0,38.5305762,68.7763022,650000
4317,2,4,62.0,,,380000
4318,1,3,32.0,38.5849938,68.7245146,250000
4319,3,5,99.0,,,690000
4320,3,6,53.0,,,280000
4321,3,4,53.0,38.5834656,68.7891768,490000
4322,3,1,70.0,38.5507163,68.8305472,460000
4323,1,1,40.0,38.5234594,68.74951586109968,300000
4324,2,8,46.0,38.54670385,68.74736905,399000
4325,2,4,47.0,38.5208346,68.74790775,350000
4326,2,13,50.0,,,480000
4327,3,4,65.0,38.5615057,68.739065,450000
4328,1,1,30.0,38.5112209,68.73803768568288,235000
4329,2,5,66.0,38.5635832,68.7537962,547000
4330,2,12,98.0,38.5688829,68.7908893,430000
4331,6,10,146.0,,,990610
4332,4,9,106.0,,,743590
4333,6,17,233.0,,,1607700
4334,3,10,77.0,38.52874565,68.7448214,433000
4335,1,6,65.0,38.52225355,68.74991793788521,380000
4336,5,16,238.0,,,1642200
4337,3,12,114.0,,,740720
4338,1,6,40.0,38.5858337,68.793715,390000
4339,2,4,56.0,,,259900
4340,2,12,54.0,38.5507163,68.8305472,531100
4341,1,17,62.0,,,369330
4342,2,12,57.0,38.5615057,68.739065,299800
4343,6,11,270.0,,,1670000
4344,6,18,231.0,,,1593900
4345,3,4,78.0,38.54557415,68.82363701984585,795000
4346,1,15,61.0,,,381620
4347,3,9,126.0,,,883890
4348,5,7,154.0,,,1152920
4349,3,1,53.0,38.5615057,68.739065,478000
4350,2,6,65.0,,,630000
4351,3,4,80.0,,,644000
4352,3,14,116.0,,,713690
4353,3,11,100.0,38.5615057,68.739065,912000
4354,4,17,163.0,,,1124700
4355,2,1,45.0,38.5871679,68.7869964,300000
4356,4,11,148.0,38.5507163,68.8305472,786235
4357,1,13,60.0,38.5871679,68.7869964,542400
4358,3,9,88.0,,,731987
4359,2,17,65.0,38.5507163,68.8305472,310000
4360,3,15,97.0,,,669300
4361,1,14,53.0,,,339490
4362,2,2,48.0,,,400000
4363,2,16,87.0,38.572482449999995,68.72973673859121,600300
4364,2,10,79.0,38.572482449999995,68.72973673859121,536010
4365,1,8,53.0,38.5615057,68.739065,350000
4366,1,9,41.0,38.5112209,68.73803768568288,186960
4367,2,1,52.0,38.5112209,68.73803768568288,320000
4368,4,10,112.0,,,766420
4369,4,2,70.0,38.5215622,68.74921245,700000
4370,1,6,32.0,38.5615057,68.739065,145000
4371,2,3,59.0,38.5507163,68.8305472,407000
4372,3,0,100.0,,,590000
4373,5,4,100.0,38.5635832,68.7537962,750000
4374,3,5,76.0,38.5871679,68.7869964,755000
4375,2,9,56.0,,,300000
4376,4,15,157.0,,,1083300
4377,6,16,225.0,,,1552500
4378,5,16,213.0,,,1469700
4379,5,3,120.0,,,966000
4380,2,14,84.0,38.5688829,68.7908893,579600
4381,2,3,50.0,38.5507163,68.8305472,495000
4382,2,4,76.0,,,599570
4383,2,13,100.0,,,644000
4384,6,17,184.0,,,1036840
4385,6,3,140.0,,,1127000
4386,2,2,48.0,38.5234594,68.74951586109968,490000
4387,2,0,56.0,38.5112209,68.73803768568288,135000
4388,1,8,51.0,38.5887216,68.73026537888512,320000
4389,1,5,61.0,38.5615057,68.739065,282000
4390,2,0,56.0,38.5112209,68.73803768568288,135000
4391,2,2,49.0,38.5615057,68.739065,251370
4392,4,4,87.0,38.5615057,68.739065,730000
4393,2,0,56.0,,,135000
4394,5,17,233.0,,,1607700
4395,3,2,65.0,38.5305762,68.7763022,635000
4396,4,13,121.0,,,779240
4397,6,4,195.0,,,1569750
4398,2,3,93.0,38.5871679,68.7869964,699000
4399,3,10,103.0,38.5305762,68.7763022,697000
4400,6,7,143.0,38.5688829,68.7908893,1052480
4401,1,4,32.0,38.4369746,68.7768602,165000
4402,5,4,110.0,,,855500
4403,2,4,89.0,38.5639064,68.7881374,930000
4404,4,11,130.0,,,1200000
4405,1,12,67.0,,,449200
4406,2,10,82.0,,,567690
4407,2,9,66.0,,,462990
4408,2,7,64.0,38.52225355,68.74991793788521,620000
4409,6,16,164.0,,,1131600
4410,1,3,46.0,38.5215622,68.74921245,430000
4411,2,5,55.0,38.5615057,68.739065,200000
4412,4,5,85.0,38.5635832,68.7537962,718000
4413,3,2,54.0,38.5456775,68.7773484,400000
4414,1,4,23.0,38.5507163,68.8305472,240000
4415,3,4,60.0,38.5686582,68.7850622,480000
4416,3,3,54.0,38.5902908,68.73696025314088,524400
4417,2,12,63.0,38.52225355,68.74991793788521,365000
4418,2,12,75.0,,,650000
4419,3,6,50.0,,,965000
4420,1,8,50.0,38.5507163,68.8305472,480000
4421,2,9,76.0,38.585271649999996,68.7282739598053,620000
4422,3,5,84.0,38.5853222,68.71890381645422,630000
4423,2,1,40.0,38.5305762,68.7763022,215000
4424,1,2,72.0,,,200000
4425,4,3,65.0,38.5305762,68.7763022,740000
4426,3,5,78.0,38.5615057,68.739065,580000
4427,2,14,50.0,,,400000
4428,1,7,67.0,38.5425835,68.81521423589763,348080
4429,5,5,174.0,38.5507163,68.8305472,1220000
4430,3,3,57.0,38.5305762,68.7763022,250000
4431,2,8,72.0,38.54557415,68.82363701984585,530000
4432,2,18,56.0,38.563966,68.7969471,678000
4433,2,14,51.0,38.5736713,68.7948765,377900
4434,3,6,80.0,38.58569185,68.72512473468157,450000
4435,5,1,72.0,38.5615057,68.739065,687000
4436,2,1,52.0,38.528353,68.7378714,420000
4437,2,13,76.0,38.5686785,68.79479377896965,475000
4438,5,5,100.0,,,580000
4439,3,1,65.0,38.54557415,68.82363701984585,734100
4440,4,10,50.0,,,627000
4441,3,3,77.0,38.58569185,68.72512473468157,695000
4442,3,9,96.0,38.5905467,68.7329119,800000
4443,3,4,44.0,38.5635832,68.7537962,327700
4444,1,1,35.0,,,165000
4445,2,1,38.0,38.5635832,68.7537962,285000
4446,2,1,31.0,38.52874565,68.7448214,190000
4447,3,1,63.0,38.5507163,68.8305472,325000
4448,2,4,55.0,38.5635832,68.7537962,520000
4449,3,2,250.0,38.5858337,68.793715,200005
4450,6,10,161.0,,,1092390
4451,1,3,36.0,38.5615057,68.739065,363200
4452,1,7,52.0,38.5507163,68.8305472,230000
4453,3,3,80.0,38.5615057,68.739065,590000
4454,5,7,124.0,,,912640
4455,3,3,70.0,38.5507163,68.8305472,600000
4456,2,17,65.0,38.5305762,68.7763022,300000
4457,2,2,58.0,38.5615057,68.739065,363000
4458,2,1,60.0,38.5305762,68.7763022,395000
4459,2,9,70.0,38.4881522,68.7153354,504000
4460,2,2,52.0,38.5507163,68.8305472,444600
4461,2,9,42.0,,,370000
4462,6,7,128.0,,,942080
4463,3,4,49.0,38.5305762,68.7763022,508500
4464,2,10,67.0,38.5507163,68.8305472,400000
4465,4,16,220.0,38.5834656,68.7891768,1310000
4466,3,11,78.0,38.5834656,68.7891768,501000
4467,3,9,88.0,,,735000
4468,1,5,41.0,,,317790
4469,3,4,75.0,38.5615057,68.739065,455000
4470,6,14,168.0,38.5688829,68.7908893,1159200
4471,6,18,162.0,,,1117800
4472,3,2,120.0,,,1212100
4473,3,2,64.0,38.5615057,68.739065,650000
4474,2,12,84.0,,,554480
4475,4,16,118.0,,,685340
4476,2,6,82.0,38.5507163,68.8305472,796000
4477,4,8,140.0,,,1006320
4478,5,6,138.0,,,1039560
4479,5,18,228.0,,,1573200
4480,5,15,218.0,,,1504200
4481,1,13,62.0,,,535000
4482,3,8,110.0,,,790630
4483,4,10,133.0,38.5536898,68.7652048,1525000
4484,6,15,182.0,,,1088360
4485,6,14,229.0,,,1580100
4486,6,14,220.0,,,1518000
4487,4,14,159.0,,,1097100
4488,2,3,49.0,38.5305762,68.7763022,175000
4489,6,12,194.0,,,1260610
4490,5,5,152.0,,,1171160
4491,3,8,80.0,38.5425835,68.81521423589763,680000
4492,2,2,48.0,38.5615057,68.739065,370000
4493,2,9,50.0,,,430000
4494,2,4,49.0,38.52399065,68.74912565571961,480000
4495,5,14,223.0,,,1538700
4496,4,2,123.0,38.5858337,68.793715,1202320
4497,2,3,52.0,38.5686785,68.79479377896965,475000
4498,2,6,50.0,38.5615057,68.739065,452000
4499,2,2,48.0,38.5305762,68.7763022,210000
4500,2,3,50.0,38.554049899999995,68.78854784999999,230000
4501,1,5,52.0,,,154000
4502,4,3,77.0,38.5425835,68.81521423589763,734000
4503,4,1,84.0,38.52171765,68.74869761629216,540000
4504,3,12,80.0,38.5215622,68.74921245,619000
4505,3,9,118.0,38.5507163,68.8305472,1634400
4506,3,8,50.0,,,510000
4507,1,2,42.0,38.5823233,68.74831405,270000
4508,2,12,80.0,38.54670385,68.74736905,735000
4509,3,6,85.0,38.5208346,68.74790775,917000
4510,5,4,90.0,38.5635832,68.7537962,738000
4511,4,18,161.0,,,1110900
4512,2,16,80.0,38.5311744,68.751064,415000
4513,3,10,142.0,,,971630
4514,6,13,150.0,,,948750
4515,4,4,95.0,,,764750
4516,4,2,90.0,,,1200000
4517,3,10,100.0,38.5706843,68.7897228,899000
4518,2,11,41.0,38.5853222,68.71890381645422,130000
4519,3,7,95.0,38.5834656,68.7891768,950000
4520,2,18,85.0,,,586500
4521,1,17,42.0,38.5615057,68.739065,105000
4522,5,14,146.0,,,898260
4523,6,4,210.0,,,1690500
4524,1,2,25.0,38.5305762,68.7763022,250000
4525,2,1,200.0,38.5615057,68.739065,260000
4526,3,4,90.0,38.5871679,68.7869964,650000
4527,5,4,166.0,,,1307740
4528,1,5,42.0,38.5077678,68.7681578,230000
4529,3,2,77.0,38.5615057,68.739065,680000
4530,3,4,67.0,38.54557415,68.82363701984585,565000
4531,6,15,166.0,,,1145000
4532,2,4,62.0,,,380000
4533,5,16,148.0,,,859510
4534,2,9,48.0,38.5853222,68.71890381645422,364800
4535,3,16,143.0,38.52225355,68.74991793788521,670000
4536,6,11,178.0,,,1187260
4537,1,13,60.0,,,393300
4538,4,1,100.0,38.5871679,68.7869964,920000
4539,6,17,154.0,,,867790
4540,5,2,122.0,38.5615057,68.739065,1192550
4541,4,4,90.0,38.5853222,68.71890381645422,677000
4542,4,1,85.0,,,529000
4543,1,3,26.0,38.5305762,68.7763022,250000
4544,5,2,100.0,38.5077678,68.7681578,646000
4545,1,5,43.0,38.5507163,68.8305472,250000
4546,4,1,65.0,38.5305762,68.7763022,700000
4547,3,1,68.0,38.5305762,68.7763022,600000
4548,1,1,50.0,38.54557415,68.82363701984585,220000
4549,3,13,90.0,38.5425835,68.81521423589763,870000
4550,1,2,32.0,,,180000
4551,2,4,50.0,,,295000
4552,4,8,100.0,38.5853222,68.71890381645422,630000
4553,3,4,62.0,38.5305762,68.7763022,450000
4554,1,9,37.0,38.5858337,68.793715,230000
4555,2,7,50.0,38.5615057,68.739065,345000
4556,1,10,57.0,38.5507163,68.8305472,357390
4557,1,9,61.0,38.5305762,68.7763022,325000
4558,5,3,50.0,,,750000
4559,3,5,144.0,38.577858,68.7915239,1215000
4560,2,7,63.0,,,734500
4561,4,3,75.0,38.5305762,68.7763022,590000
4562,2,1,52.0,38.5615057,68.739065,355000
4563,3,7,124.0,38.5507163,68.8305472,720000
4564,2,18,65.0,38.5707484,68.7886955,535000
4565,2,9,60.0,38.5871679,68.7869964,400000
4566,2,9,83.0,38.5305762,68.7763022,580000
4567,1,4,30.0,38.5507163,68.8305472,250000
4568,3,8,50.0,,,398000
4569,2,5,52.0,38.5615057,68.739065,410000
4570,2,14,58.0,38.5615057,68.739065,430000
4571,2,0,52.0,38.5826377,68.71973186087409,250000
4572,5,3,77.0,38.5615057,68.739065,650000
4573,2,13,52.0,38.5507163,68.8305472,600000
4574,2,4,47.0,38.54557415,68.82363701984585,470000
4575,1,13,44.0,38.5215622,68.74921245,135000
4576,2,9,60.0,,,478000
4577,4,2,95.0,38.58288255,68.7482971,635000
4578,3,4,67.0,38.5615057,68.739065,520000
4579,2,2,64.0,38.5208346,68.74790775,587692
4580,2,4,40.0,38.5507163,68.8305472,165000
4581,1,15,46.0,38.5834656,68.7891768,290000
4582,3,4,54.0,,,510000
4583,4,3,80.0,,,665000
4584,2,12,78.0,38.5622541,68.7941789,883000
4585,2,6,65.0,,,482000
4586,3,2,50.0,,,1021500
4587,3,3,80.0,,,670000
4588,3,6,68.0,38.5853222,68.71890381645422,550000
4589,3,13,92.0,38.5707484,68.7886955,910400
4590,2,4,57.0,,,690000
4591,4,2,70.0,,,977000
4592,2,7,53.0,38.5077678,68.7681578,195000
4593,3,1,150.0,38.5871679,68.7869964,158900
4594,2,10,60.0,38.526600200000004,68.74827971106365,320000
4595,1,3,30.0,38.5305762,68.7763022,105000
4596,6,15,152.0,,,908960
4597,2,9,96.0,,,680480
4598,3,7,70.0,38.5823233,68.74831405,520000
4599,2,2,54.0,38.5215622,68.74921245,399000
4600,3,7,110.0,38.5615057,68.739065,690000
4601,2,12,38.0,38.5615057,68.739065,228000
4602,3,1,59.0,,,800000
4603,3,14,146.0,,,898270
4604,3,1,90.0,,,725000
4605,2,6,50.0,,,420000
4606,2,7,60.0,38.5507163,68.8305472,317000
4607,2,16,101.0,38.5834656,68.7891768,520000
4608,1,7,42.0,,,312990
4609,2,16,118.0,,,702930
4610,2,12,52.0,38.5507163,68.8305472,290000
4611,6,15,227.0,,,1566300
4612,2,11,98.0,,,664930
4613,3,13,122.0,,,785680
4614,6,15,218.0,,,1504200
4615,1,4,26.0,,,240000
4616,3,1,53.0,,,400000
4617,1,6,32.0,38.5615057,68.739065,145000
4618,3,5,79.0,38.5615057,68.739065,540000
4619,1,9,48.0,38.5112209,68.73803768568288,218880
4620,1,8,41.0,38.5112209,68.73803768568288,186960
4621,4,3,65.0,38.5507163,68.8305472,570000
4622,1,3,50.0,,,212000
4623,3,3,63.0,,,590000
4624,2,19,79.0,38.58082175,68.79496615744759,405000
4625,2,4,51.0,,,350000
4626,2,1,38.0,38.5507163,68.8305472,330000
4627,1,19,67.0,38.58082175,68.79496615744759,343000
4628,1,17,47.0,,,279980
4629,3,5,50.0,,,820000
4630,6,16,168.0,,,1159200
4631,4,6,108.0,,,813560
4632,1,8,58.0,38.5305762,68.7763022,300000
4633,6,10,162.0,,,1108480
4634,4,2,80.0,38.5112209,68.73803768568288,560000
4635,2,3,57.0,38.5853222,68.71890381645422,465000
4636,4,6,138.0,,,1039550
4637,1,10,68.0,,,461380
4638,2,17,86.0,,,593400
4639,1,4,43.0,,,320000
4640,1,10,66.0,,,462230
4641,1,3,40.0,,,322000
4642,2,14,73.0,38.5507163,68.8305472,399000
4643,3,13,133.0,38.584950250000006,68.76348722496377,1280000
4644,3,1,124.0,,,782000
4645,2,4,50.0,,,350000
4646,1,4,30.0,38.53068645,68.74526127900722,255000
4647,2,3,42.0,38.5305762,68.7763022,295000
4648,3,10,65.0,38.5737759,68.8016005,735000
4649,4,6,100.0,38.5615057,68.739065,580000
4650,3,5,50.0,,,650000
4651,1,1,50.0,,,375000
4652,2,4,46.0,38.5507163,68.8305472,335000
4653,2,4,60.0,38.5615057,68.739065,599000
4654,2,1,54.0,38.5871679,68.7869964,382000
4655,2,4,55.0,38.5425835,68.81521423589763,395000
4656,2,1,48.0,38.5635832,68.7537962,400000
4657,3,8,50.0,,,750000
4658,1,2,51.0,38.5305762,68.7763022,225000
4659,2,8,54.0,,,650000
4660,2,5,94.0,,,700000
4661,2,2,44.0,38.5871679,68.7869964,360000
4662,2,4,55.0,38.52225355,68.74991793788521,490000
4663,2,3,52.0,38.5305762,68.7763022,300000
4664,2,4,63.0,38.5112209,68.73803768568288,388000
4665,3,6,104.0,,,730000
4666,2,2,38.0,38.5507163,68.8305472,343000
4667,3,2,65.0,,,547200
4668,3,9,57.0,38.5615057,68.739065,520000
4669,2,3,44.0,,,396000
4670,2,4,58.0,38.58569185,68.72512473468157,340000
4671,2,4,38.0,38.558446950000004,68.74822573217185,310000
4672,2,1,37.0,38.558446950000004,68.74822573217185,285000
4673,1,10,57.0,38.5615057,68.739065,251000
4674,2,2,51.0,38.5305762,68.7763022,215000
4675,2,1,39.0,,,350000
4676,3,4,96.0,38.5858337,68.793715,395500
4677,2,9,60.0,38.5305762,68.7763022,260000
4678,1,9,67.0,38.52225355,68.74991793788521,300000
4679,1,6,36.0,38.5615057,68.739065,300000
4680,1,5,42.0,38.5305762,68.7763022,190000
4681,3,7,97.0,,,420000
4682,2,10,50.0,,,250000
4683,2,4,54.0,38.5615057,68.739065,387000
4684,2,20,64.0,38.5615057,68.739065,200000
4685,3,6,58.0,38.5305762,68.7763022,700000
4686,2,8,57.0,,,440000
4687,2,4,47.0,38.54670385,68.74736905,420000
4688,5,3,102.0,38.5635832,68.7537962,890000
4689,1,3,33.0,38.52874565,68.7448214,230000
4690,2,2,48.0,38.5305762,68.7763022,265000
4691,4,4,66.0,38.52399065,68.74912565571961,525000
4692,4,4,80.0,,,527800
4693,3,4,80.0,38.538394249999996,68.754725015596,750000
4694,4,3,100.0,38.5615057,68.739065,889200
4695,3,1,77.0,,,565000
4696,2,2,50.0,38.4931822,68.7581947,285000
4697,3,10,153.0,38.5234594,68.74951586109968,910000
4698,2,14,72.0,38.5635832,68.7537962,380000
4699,3,7,85.0,,,695000
